ID;X_START;Y_START;X_END;Y_END
m100106293_0;52.11851920571045;5.034388500310936;52.11874910571445;5.03460160031119
m100128682_0;52.35621920260301;4.827184700129919;52.356221302604006;4.82727470012997
m100128682_0_r;52.356221302604006;4.82727470012997;52.35621920260301;4.827184700129919
m100699928_0;52.11823420570398;5.034047100310511;52.118382105704754;5.034089800310561
m100699931_0;52.119122205713026;5.034530200311096;52.11865340570527;5.034119800310603
m100699946_0;52.11851920571045;5.034388500310936;52.11858920570639;5.0341774003106625
m100699947_0;52.1174306056808;5.032824200309058;52.11723990568031;5.0327965003090425
m100699966_0;52.11831780572202;5.034991900311631;52.11874910571445;5.03460160031119
m100699968_0;52.118457505701386;5.033914200310365;52.1174306056808;5.032824200309058
m100699976_0;52.11869190570363;5.034034200310509;52.118578805701546;5.03392420031038
m100699976_1;52.118578805701546;5.03392420031038;52.118492005699615;5.033821500310245
m100699981_0;52.119122205713026;5.034530200311096;52.118842405695474;5.03360960030999
m100709087_0;52.118382105704754;5.034089800310561;52.11858920570639;5.0341774003106625
m100713768_0;52.11723990568031;5.0327965003090425;52.117157305681964;5.032883500309132
m100713770_0;52.11858920570639;5.0341774003106625;52.11860060570428;5.034066200310534
m100713770_1;52.11860060570428;5.034066200310534;52.118578805701546;5.03392420031038
m100713771_0;52.11858920570639;5.0341774003106625;52.11865340570527;5.034119800310603
m100713772_0;52.11723990568031;5.0327965003090425;52.117354405686264;5.0331102003094
m100734263_0;52.11865340570527;5.034119800310603;52.11860060570428;5.034066200310534
m100734265_0;52.11865340570527;5.034119800310603;52.11869190570363;5.034034200310509
m10074427_0;52.35239720379529;4.9215368001984405;52.35298700378508;4.920827300197836
m10074427_0_r;52.35298700378508;4.920827300197836;52.35239720379529;4.9215368001984405
m10074427_1;52.35298700378508;4.920827300197836;52.35310110378302;4.920683000197731
m10074427_1_r;52.35310110378302;4.920683000197731;52.35298700378508;4.920827300197836
m10074427_2;52.35310110378302;4.920683000197731;52.35351720377555;4.920162500197289
m10074427_2_r;52.35351720377555;4.920162500197289;52.35310110378302;4.920683000197731
m10074428_0;52.35351720377555;4.920162500197289;52.354298003776655;4.920248700197345
m10074428_0_r;52.354298003776655;4.920248700197345;52.35351720377555;4.920162500197289
m10074428_1;52.354298003776655;4.920248700197345;52.354814603771025;4.919857900197042
m10074428_1_r;52.354814603771025;4.919857900197042;52.354298003776655;4.920248700197345
m100767865_0;52.11860060570428;5.034066200310534;52.118457505701386;5.033914200310365
m100789116_0;52.37629580353565;4.903153600183467;52.37621160353371;4.903011200183347
m100789116_0_r;52.37621160353371;4.903011200183347;52.37629580353565;4.903153600183467
m100968156_0;52.38378930334017;4.888574600172156;52.384584803341696;4.8886998001722635
m100968156_0_r;52.384584803341696;4.8886998001722635;52.38378930334017;4.888574600172156
m101033146_0;52.3563334037239;4.916543800194271;52.3567871037194;4.9162287001940195
m101033146_0_r;52.3567871037194;4.9162287001940195;52.3563334037239;4.916543800194271
m101051578_0;52.09902020637816;5.067686700352366;52.105606406229036;5.060507800343086
m10157154_0;52.35457020374907;4.918307500195731;52.354682203754;4.9186572001960265
m10157154_0_r;52.354682203754;4.9186572001960265;52.35457020374907;4.918307500195731
m10211542_0;52.359207603577325;4.9060251001856985;52.358926503562564;4.90494380018484
m10211544_0;52.358926503562564;4.90494380018484;52.35910000357818;4.9060874001857595
m10222955_0;52.31818850421454;4.9494777002229196;52.318039904216626;4.949611500223047
m10242203_0;52.56832330152705;4.716340200073115;52.56880160152653;4.716281600073103
m10242205_0;52.56885630152458;4.716042900072991;52.56837710152511;4.716102400073035
m104339220_0;52.32872790406264;4.939571600213982;52.328673704069075;4.940001900214377
m104339220_0_r;52.328673704069075;4.940001900214377;52.32872790406264;4.939571600213982
m105035551_0;52.137957200337986;4.516006900014542;52.13847880033073;4.51435700001425
m106056202_0;52.35668750359023;4.906939400186431;52.35609460359358;4.907175800186618
m106056202_0_r;52.35609460359358;4.907175800186618;52.35668750359023;4.906939400186431
m106056202_1;52.35609460359358;4.907175800186618;52.35556130359684;4.907407200186785
m106056202_1_r;52.35556130359684;4.907407200186785;52.35609460359358;4.907175800186618
m106068236_0;52.367712503440835;4.896022700177838;52.3683106034473;4.896514900178201
m106116261_0;52.33403720416206;4.946215100220009;52.33412060416157;4.946181200219974
m106116261_0_r;52.33412060416157;4.946181200219974;52.33403720416206;4.946215100220009
m106116265_0;52.33398180416357;4.946312500220103;52.33403720416206;4.946215100220009
m106116265_0_r;52.33403720416206;4.946215100220009;52.33398180416357;4.946312500220103
m10619864_0;52.352319003806585;4.92232590019909;52.351739703833104;4.924169900200656
m106313073_0;52.340454403522024;4.901770100182233;52.34053060352218;4.901783100182259
m106313073_0_r;52.34053060352218;4.901783100182259;52.340454403522024;4.901770100182233
m106313084_0;52.34027320360091;4.90754150018685;52.33956890361333;4.908434700187578
m10632268_0;52.35119050379477;4.92148750019838;52.350312103814886;4.922884000199565
m10632273_0;52.35172610379987;4.921849100198701;52.3513610037913;4.921245100198196
m10632273_0_r;52.3513610037913;4.921245100198196;52.35172610379987;4.921849100198701
m10632273_1;52.3513610037913;4.921245100198196;52.35119050379477;4.92148750019838
m10632273_1_r;52.35119050379477;4.92148750019838;52.3513610037913;4.921245100198196
m10634772_0;52.36734380336028;4.889934500173133;52.36707380339535;4.892592100175179
m106454197_0;52.11831780572202;5.034991900311631;52.11851920571045;5.034388500310936
m10657760_0;52.609056101699124;4.737484900082432;52.61073810171047;4.738825100083044
m10657761_0;52.61073810171047;4.738825100083044;52.61290410171551;4.7394324000833254
m10697264_0;52.35963960372158;4.916413200194176;52.36021770371574;4.916005800193848
m107161874_0;52.69183800751914;5.125921600441464;52.69438550765284;5.13161620045053
m107161874_0_r;52.69438550765284;5.13161620045053;52.69183800751914;5.125921600441464
m10721681_0;52.355155503816945;4.923079900199756;52.3555725038221;4.923443600200057
m10721681_0_r;52.3555725038221;4.923443600200057;52.355155503816945;4.923079900199756
m10721681_1;52.3555725038221;4.923443600200057;52.355563403835546;4.924378800200849
m10721681_1_r;52.355563403835546;4.924378800200849;52.3555725038221;4.923443600200057
m107747537_0;52.29873690325001;4.880718200166012;52.29871650324614;4.8804146001657935
m108120970_0;52.34264780375665;4.918715700196041;52.34225860375933;4.918900700196188
m108120975_0;52.3438086037491;4.918195000195603;52.34264780375665;4.918715700196041
m108120979_0;52.34225860375933;4.918900700196188;52.34118040376779;4.91948450019667
m108120979_1;52.34118040376779;4.91948450019667;52.340169103776695;4.92010080019719
m108120979_2;52.340169103776695;4.92010080019719;52.33451460381744;4.9228948001995105
m108219824_0;52.33211000331542;4.886130000170138;52.33278730331687;4.886249000170227
m108389207_0;52.327696804499915;4.967731800240261;52.32876590446921;4.965829100238429
m108389207_0_r;52.32876590446921;4.965829100238429;52.327696804499915;4.967731800240261
m108389211_0;52.327368704496415;4.967511400240036;52.32732380450233;4.967877400240389
m108389215_0;52.325724904541964;4.9703164002427815;52.32615990453841;4.970099300242562
m108740692_0;52.39370000352889;4.902841200183285;52.39412140353459;4.903265700183602
m108740692_0_r;52.39412140353459;4.903265700183602;52.39370000352889;4.902841200183285
m108929869_0;52.33698150319705;4.876974800163383;52.33673940319444;4.876766700163224
m108930136_0;52.33456140322479;4.879126200164933;52.335040303218804;4.878663400164599
m108930136_1;52.335040303218804;4.878663400164599;52.33506750321715;4.87853140016451
m108930136_2;52.33506750321715;4.87853140016451;52.33509220321466;4.878340400164365
m108931504_0;52.33499600309713;4.869001700157635;52.33498790310876;4.869935500158304
m10906183_0;52.35242450374224;4.917800500195304;52.351678303724626;4.916547000194253
m10906183_0_r;52.351678303724626;4.916547000194253;52.35242450374224;4.917800500195304
m10906184_0;52.351678303724626;4.916547000194253;52.35069130371007;4.915501000193399
m10906184_0_r;52.35069130371007;4.915501000193399;52.351678303724626;4.916547000194253
m109239517_0;52.298134804381846;4.960007500232678;52.29778880436455;4.958906400231634
m109377786_0;52.29887580441789;4.962291200234871;52.298134804381846;4.960007500232678
m109862964_0;52.356685804921355;4.9934083002664575;52.3565474049578;4.995526000268707
m109862964_0_r;52.3565474049578;4.995526000268707;52.356685804921355;4.9934083002664575
m109876427_0;52.35994500488687;4.991428700264396;52.36058340490233;4.992338200265359
m109876427_0_r;52.36058340490233;4.992338200265359;52.35994500488687;4.991428700264396
m109876428_0;52.35835390496177;4.995777200268982;52.357616304985676;4.997152000270454
m109876428_0_r;52.357616304985676;4.997152000270454;52.35835390496177;4.995777200268982
m109876428_1;52.357616304985676;4.997152000270454;52.357260104997245;4.997816000271146
m109876428_1_r;52.357260104997245;4.997816000271146;52.357616304985676;4.997152000270454
m109876429_0;52.35969080489509;4.991906400264893;52.36032540491069;4.992826200265863
m109876429_0_r;52.36032540491069;4.992826200265863;52.35969080489509;4.991906400264893
m109876430_0;52.35999140486833;4.990340400263256;52.358804504906146;4.9925438002655715
m109876430_0_r;52.358804504906146;4.9925438002655715;52.35999140486833;4.990340400263256
m109876431_0;52.357667004921126;4.993405900266484;52.357752204923194;4.99352790026661
m109876431_0_r;52.357752204923194;4.99352790026661;52.357667004921126;4.993405900266484
m109876432_0;52.358804504906146;4.9925438002655715;52.358496904916045;4.99311810026618
m109876432_0_r;52.358496904916045;4.99311810026618;52.358804504906146;4.9925438002655715
m109876432_1;52.358496904916045;4.99311810026618;52.358402704919456;4.993316600266393
m109876432_1_r;52.358402704919456;4.993316600266393;52.358496904916045;4.99311810026618
m109876436_0;52.35811080490713;4.992592400265621;52.358496904916045;4.99311810026618
m109876436_0_r;52.358496904916045;4.99311810026618;52.35811080490713;4.992592400265621
m109876548_0;52.357616304985676;4.997152000270454;52.3572036049759;4.996581900269831
m109876548_0_r;52.3572036049759;4.996581900269831;52.357616304985676;4.997152000270454
m110094248_0;52.391092604131856;4.944836200219007;52.39144370410974;4.943374900217689
m110094259_0;52.392806604052396;4.939569600214253;52.393011804042516;4.938911100213672
m110094259_0_r;52.393011804042516;4.938911100213672;52.392806604052396;4.939569600214253
m110094259_1;52.393011804042516;4.938911100213672;52.39320140403278;4.938258000213103
m110094259_1_r;52.39320140403278;4.938258000213103;52.393011804042516;4.938911100213672
m110094259_2;52.39320140403278;4.938258000213103;52.39336370402509;4.937744800212631
m110094259_2_r;52.39336370402509;4.937744800212631;52.39320140403278;4.938258000213103
m110121357_0;52.34764000377654;4.920170000197255;52.34805770380453;4.92213680019893
m110121357_0_r;52.34805770380453;4.92213680019893;52.34764000377654;4.920170000197255
m110256441_0;52.35558240501306;4.998708400272094;52.355873505019865;4.999102700272526
m110256441_0_r;52.355873505019865;4.999102700272526;52.35558240501306;4.998708400272094
m110256444_0;52.355983505016255;4.998895300272301;52.35657260501336;4.998736700272148
m110256444_0_r;52.35657260501336;4.998736700272148;52.355983505016255;4.998895300272301
m110256453_0;52.35638020498126;4.996882900270156;52.35609370499074;4.997426700270734
m110256453_0_r;52.35609370499074;4.997426700270734;52.35638020498126;4.996882900270156
m110256453_1;52.35609370499074;4.997426700270734;52.355957604995154;4.997681000270994
m110256453_1_r;52.355957604995154;4.997681000270994;52.35609370499074;4.997426700270734
m110256455_0;52.35609370499074;4.997426700270734;52.356476005;4.997964400271315
m110256455_0_r;52.356476005;4.997964400271315;52.35609370499074;4.997426700270734
m110398964_0;52.393954103519036;4.902117800182699;52.39575100345312;4.897242800178868
