lat;lon
52.36906949661744;4.997554174302505
52.36139770688311;4.992019107297934
52.360283412482595;4.985921949835022
52.36646669094693;4.974394248025549
52.37213593382199;4.9623833784522215
52.36572620946752;4.955444422831435
52.36221184121099;4.943370820010318
52.36081058881717;4.928500808629562
52.35920866415312;4.915896472279425
52.35524425937455;4.902394499465937
52.352417115646716;4.887900963827167
52.348403775079326;4.877028873072291
52.33912901176234;4.876949114384882
52.330103476942924;4.879462943299199
52.32663340184571;4.873567103587165
52.326700836393414;4.873344521901028
