X_Start;Y_Start;X_End;Y_End
52.385679435368225;4.9274040606837755;52.38594550767153;4.92813159466168
52.38594550767153;4.92813159466168;52.38586935925945;4.91525647391628
52.38586935925945;4.91525647391628;52.392332497061616;4.906036209318792
52.392332497061616;4.906036209318792;52.399348350849074;4.905035800138489
52.399348350849074;4.905035800138489;52.40547621864566;4.893072827839796
52.40547621864566;4.893072827839796;52.412891597116904;4.885557933638052
52.412891597116904;4.885557933638052;52.416932399372016;4.8829118033938235
52.416932399372016;4.8829118033938235;52.41727439610199;4.883631747083245
52.41727439610199;4.883631747083245;52.41727439610199;4.883631747083245
52.41727439610199;4.883631747083245;52.416932399372016;4.8829118033938235
52.416932399372016;4.8829118033938235;52.41065813218128;4.890556643132213
52.41065813218128;4.890556643132213;52.40314621198389;4.8967118607376845
52.40314621198389;4.8967118607376845;52.397520199609;4.908007335884978
52.397520199609;4.908007335884978;52.39029339160018;4.916662857501619
52.39029339160018;4.916662857501619;52.3866752655189;4.927516839217086
52.3866752655189;4.927516839217086;52.38594550767153;4.92813159466168
52.38594550767153;4.92813159466168;52.385679435368225;4.9274040606837755
